x, y, theta, stamp, 
1.510851263999939, 2.2365241050720215, 1.5283629740698648, 1761312357041578141, 
1.5108540058135986, 2.2377772331237793, 1.5405626388573794, 1761312357134342365, 
1.5107970237731934, 2.2393958568573, 1.554987878818419, 1761312357232676237, 
1.510879635810852, 2.241194248199463, 1.570831208744343, 1761312357343030482, 
1.5109869241714478, 2.242602825164795, 1.5822959162524886, 1761312357442249593, 
1.5109022855758667, 2.244042158126831, 1.5953297861215836, 1761312357533190670, 
1.510717511177063, 2.246290683746338, 1.6277522510651539, 1761312357632345939, 
1.5106430053710938, 2.248037338256836, 1.6684765571345996, 1761312357742137743, 
1.5106103420257568, 2.2490546703338623, 1.7048160627430171, 1761312357842475478, 
1.5103901624679565, 2.2501673698425293, 1.7458319251403198, 1761312357952786540, 
1.5104444026947021, 2.2511658668518066, 1.7852991126612188, 1761312358042518073, 
1.510087013244629, 2.251979112625122, 1.8278963228936227, 1761312358142304749, 
1.510055422782898, 2.2530252933502197, 1.8721820320715852, 1761312358242465000, 
1.509823203086853, 2.2537903785705566, 1.91027903775213, 1761312358333896640, 
1.5094668865203857, 2.2542612552642822, 1.9928130148830776, 1761312358442074027, 
1.5093142986297607, 2.255251169204712, 2.0690767932648404, 1761312358542025814, 
1.5094252824783325, 2.255948305130005, 2.1376281169895455, 1761312358642852162, 
1.508979320526123, 2.256544589996338, 2.2055592878516856, 1761312358733235443, 
1.5083494186401367, 2.257815361022949, 2.266260999714931, 1761312358843761716, 
1.5081733465194702, 2.258244514465332, 2.3070968329038686, 1761312358942420696, 
1.507401466369629, 2.2591230869293213, 2.362130588489371, 1761312359042124842, 
1.5070160627365112, 2.2598416805267334, 2.407543051291798, 1761312359134309525, 
1.506322979927063, 2.2605903148651123, 2.4483079785789554, 1761312359232696275, 
1.5051718950271606, 2.2614550590515137, 2.48356656399565, 1761312359342459213, 
1.5035868883132935, 2.2624566555023193, 2.5261807952550974, 1761312359442096600, 
