e, e_dot, e_int, stamp, 
0.029991592111178765, 3.3477919540257146e-13, 0.004499604763888923, 1761312345888516483, 
0.029991592112557496, 5.043108939870355e-12, 0.006508902394420354, 1761312346003514571, 
0.029991592113239617, 9.6852885949348e-12, 0.004647677813068404, 1761312346043482508, 
0.03545912878973614, 0.037125789086356435, 0.002833304703640893, 1761312346092572703, 
0.058500835294515864, 0.19042504236753685, 0.0040983341301623075, 1761312346142674505, 
0.071331312613434, 0.239040082282554, 0.005508753619288519, 1761312346192555359, 
0.11862767077772911, 0.40078020971442346, 0.008275670985083507, 1761312346242598159, 
0.15992959963559616, 0.6578151125158699, 0.010520798636736349, 1761312346282762349, 
0.2235828379540195, 0.7685666679152868, 0.015063460251039997, 1761312346332593720, 
0.4036881164136364, 0.9718305426682115, 0.04192571845300287, 1761312346442540127, 
0.5853834476966732, 1.176056998885506, 0.08330080780406672, 1761312346538672569, 
0.8826361825050529, 1.6275187116287244, 0.12195104772973216, 1761312346638005014, 
1.0136309541761839, 1.4471830404772579, 0.16249375520235287, 1761312346735106857, 
1.1515926143476605, 0.8663254854682148, 0.21078717431828112, 1761312346845482252, 
1.3173215239120388, 1.0100623503130788, 0.23619566676147266, 1761312346938575005, 
1.3260191568447202, 0.6223941736346437, 0.24433016943149796, 1761312347038632026, 
1.4141364456953942, 0.32843330115838715, 0.26798611366245095, 1761312347136717426, 
1.3459779639805896, 0.09229586775582577, 0.2829724613776433, 1761312347246387688, 
1.3081226894728446, -0.3441299059261183, 0.27365272267076207, 1761312347338514457, 
1.2731409846823614, -0.2543152443663565, 0.25068222469343354, 1761312347437882570, 
1.2643961201254363, -0.14687292434845078, 0.2539340424808566, 1761312347536608456, 
1.25826929430458, -0.04813821302179442, 0.2637478763646332, 1761312347646334621, 
1.2070870070932433, -0.20335017981536055, 0.25123293790523876, 1761312347738685894, 
1.0832623316268521, -0.582287160593871, 0.23204956867955145, 1761312347842509183, 
1.044071271211782, -0.5427410133382561, 0.21540225319398476, 1761312347932484708, 
1.0404501822912247, -0.15614841454051837, 0.21133085918378208, 1761312348042646762, 
1.0379584689235388, -0.01927247950546737, 0.2186181835831504, 1761312348142527548, 
1.011710025699342, -0.10039256996470441, 0.20075920822627377, 1761312348237551129, 
0.9925920893261254, -0.1559118068429273, 0.1975986348518259, 1761312348337381305, 
1.0044001190136256, -0.028067627019151244, 0.21048409867147794, 1761312348447426433, 
0.981210652886637, -0.05002642607184791, 0.19868876977416428, 1761312348537524256, 
0.9971531217096166, -0.035658060430615646, 0.19496685859280735, 1761312348643519921, 
0.9750371943404125, -0.033123592235040654, 0.19151638690171552, 1761312348732062406, 
0.9824565652857666, -0.06081539778173518, 0.19572994543524572, 1761312348842254274, 
0.9396213905256604, -0.11977499219485628, 0.2033670867600903, 1761312348942651640, 
1.0462635648902703, 0.21295474687328472, 0.19836628789482832, 1761312349042736213, 
0.9669746965860646, 0.060467941442754324, 0.1867841373225217, 1761312349132417656, 
0.9423670911064331, -0.36914103690591893, 0.19692023414090973, 1761312349242614286, 
0.8823288560925803, -0.2746202557144964, 0.19557325628764227, 1761312349342585632, 
0.9775727056778096, 0.11340795923852409, 0.18794887312695502, 1761312349443825051, 
0.9310646702599239, 0.17080075257254737, 0.1951886999544099, 1761312349552393294, 
0.8090539859602395, -0.6481972522187863, 0.17124968196042484, 1761312349632863826, 
0.8989146415138967, -0.23257611049404672, 0.16736680647331442, 1761312349742652515, 
0.7972820171942481, -0.06615639017385151, 0.17513932514389308, 1761312349842590536, 
0.714354973036929, -0.5904843326227439, 0.16861685725923573, 1761312349952500985, 
0.7690000934837637, -0.05009665387535008, 0.15230974999026398, 1761312350042942119, 
0.673608969724343, -0.11726109204037372, 0.13676856854167774, 1761312350142724697, 
0.7116999336613423, -0.1847573239660216, 0.1397448420775777, 1761312350237544902, 
0.5707267851594504, -0.35868702480602427, 0.12402276753412864, 1761312350332940195, 
0.6295953792152367, -0.31267617422551647, 0.1303117188908295, 1761312350442006533, 
0.4994237354085955, -0.25159463630772577, 0.1187675611404576, 1761312350542561341, 
0.5495159777421712, -0.25762017868475756, 0.10998711808190824, 1761312350638583510, 
0.49099536150612, 0.0029885231748241203, 0.10787880626514465, 1761312350752723720, 
0.5185359294654732, -0.06816228708591814, 0.10575196394438945, 1761312350842076950, 
0.5680030943957286, 0.2668501658737248, 0.09982060107850409, 1761312350942552738, 
0.45896575811366125, -0.21441446620188986, 0.1012282367194884, 1761312351038572434, 
0.4988972547859678, -0.2373717889412311, 0.09680016562061462, 1761312351132871204, 
0.42906405649479673, -0.07154953905243473, 0.0941894700888622, 1761312351242309470, 
0.47597803213418954, -0.05670287962955006, 0.09812712366055726, 1761312351342553604, 
0.5212048176981292, 0.3134130561482993, 0.09318835902425004, 1761312351438323972, 
0.4318223359388347, -0.16028008530540602, 0.09029070188602153, 1761312351532106524, 
0.4673592969472875, -0.21003011917052938, 0.09649484315582134, 1761312351642130851, 
0.47533029461409004, 0.1341164984588741, 0.09643039944409215, 1761312351742574831, 
0.3682631592188488, -0.34436121842759254, 0.08595007385656904, 1761312351838820031, 
0.37893945428126297, -0.33263751047040785, 0.0772088742817968, 1761312351932039361, 
0.41423390643763147, 0.1443024158007146, 0.07900719661917467, 1761312352042896264, 
0.4363271936894999, 0.18000496545477107, 0.08628613210645002, 1761312352142578832, 
0.32484896223167903, -0.3128728466053615, 0.07670074654697037, 1761312352238659638, 
0.3598427853576185, -0.28480785121158325, 0.07865918923307917, 1761312352353081580, 
0.3482387855145308, 0.05861183331672972, 0.070131263393834, 1761312352442345930, 
0.34277572169782444, -0.06148383994846448, 0.06640919036913993, 1761312352542667333, 
0.3510116312152052, 0.010178889726543969, 0.06850392754921983, 1761312352639569181, 
0.2636411682310853, -0.2858069261064679, 0.06051304289383536, 1761312352732278489, 
0.2734335864797717, -0.28439437803976425, 0.05993190555944908, 1761312352842022140, 
0.25269960897848787, -0.038885799626501155, 0.0554024367865634, 1761312352942727597, 
0.24952140919850962, -0.07955768185411916, 0.051101160595133636, 1761312353039666144, 
0.2605728185555187, 0.021547181439628315, 0.05348989057183423, 1761312353153098557, 
0.2522199046412945, 0.0012913954248202908, 0.0515115245650628, 1761312353242383852, 
0.17011974118090323, -0.30405929392000114, 0.043154522271823446, 1761312353342674196, 
0.161949645701974, -0.3009509576346021, 0.03842481611591562, 1761312353439673876, 
0.1753436337790002, 0.011096308448135231, 0.03568375065504968, 1761312353553648782, 
0.17180138334722073, 0.023600194531451162, 0.03220862934030539, 1761312353629473328, 
0.1881332153536548, 0.03252460921224873, 0.033724654414519425, 1761312353742660696, 
0.1925840198611546, 0.06338798647202516, 0.03871504019551662, 1761312353839683657, 
0.20473344716004727, 0.05220868971224941, 0.04034184785758466, 1761312353949382709, 
0.21750196772833674, 0.08242294520452356, 0.0416499236463643, 1761312354042913685, 
0.2419023317451885, 0.1270614564682687, 0.04278364073471781, 1761312354142642199, 
0.256428268349594, 0.13095652954584455, 0.04718366227797742, 1761312354240656835, 
0.2614381123694667, 0.06755480640355896, 0.04811901916771302, 1761312354332643518, 
0.28480353433605643, 0.08937345450276386, 0.053871417434283586, 1761312354442002680, 
0.28929758166751474, 0.08611218243718749, 0.058472324160061484, 1761312354542588146, 
0.21389440590080144, -0.2429051760522071, 0.052029209106146536, 1761312354640084551, 
0.21817078983330251, -0.2449125519402097, 0.050043548884784295, 1761312354750709013, 
0.2027929294308426, -0.042891142884186474, 0.042858372647541554, 1761312354842610301, 
0.18908759929144847, -0.10133134923897952, 0.03908115962702095, 1761312354942895269, 
0.16859488919691445, -0.11586428047480331, 0.036886664707638274, 1761312355040049815, 
0.21104756851494244, 0.08205897580559211, 0.03602474325589782, 1761312355132922556, 
0.17622945252860966, 0.04626344736556859, 0.03747598071126748, 1761312355242304939, 
0.1479015247147939, -0.1991248172574973, 0.037622115561142346, 1761312355343817308, 
0.13610627210846582, -0.133555321574204, 0.030453461410813894, 1761312355440812088, 
0.19252726103626805, 0.13030102304750024, 0.032893997179280335, 1761312355550899641, 
