x, y, theta, stamp, 
-2.8469153221521992e-06, 3.2907591958064586e-06, -3.242559807004871e-05, 1761316310280649077, 
-2.8469153221521992e-06, 3.2907591958064586e-06, -3.242561713215756e-05, 1761316310496192337, 
-2.8469153221521992e-06, 3.2907591958064586e-06, -3.242561713215756e-05, 1761316310536644078, 
-2.8469153221521992e-06, 3.2907591958064586e-06, -3.242561713215756e-05, 1761316310585748671, 
4.6130440750857815e-05, 1.336331115453504e-05, -3.242561713215756e-05, 1761316310635721394, 
0.0037259706296026707, 0.000131258784676902, 0.0005650589288995304, 1761316310685658579, 
0.009760688990354538, 5.374583270167932e-05, 0.0008263657198271986, 1761316310737276574, 
0.01619250327348709, -6.280344678089023e-05, 0.0010278297302587088, 1761316310776661344, 
0.03132366016507149, 0.00038967106956988573, 0.003757525172115818, 1761316310845608505, 
0.04486009106040001, 4.37734488514252e-05, 0.0037575265691180515, 1761316310896608929, 
0.057175397872924805, -6.72650639899075e-05, 0.003161951810086309, 1761316310936660999, 
0.09027435630559921, -0.0002669804962351918, 0.002044218612130025, 1761316311035725963, 
0.11948864907026291, -0.0002705124788917601, 0.003289983956044227, 1761316311131123958, 
0.1540306806564331, 3.083485717070289e-05, 0.017968575446161473, 1761316311246637665, 
0.1814238429069519, 0.000797567015979439, 0.04017414151092466, 1761316311336610822, 
0.21207095682621002, 0.002747621387243271, 0.07094831692906786, 1761316311435739251, 
0.24130703508853912, 0.005473020952194929, 0.12313126836618535, 1761316311532421407, 
0.2755374610424042, 0.010766666382551193, 0.21056563283290283, 1761316311647624709, 
0.302476704120636, 0.017472539097070694, 0.29328567265957856, 1761316311736616659, 
0.3314879834651947, 0.027349349111318588, 0.3970061064499395, 1761316311835612175, 
0.35868844389915466, 0.04013907164335251, 0.5046589692635844, 1761316311933642902, 
0.3871913254261017, 0.05771607160568237, 0.6332604473928856, 1761316312043641259, 
0.4098023474216461, 0.07521272450685501, 0.7178216545650834, 1761316312136622291, 
0.43219292163848877, 0.09619829058647156, 0.792119768131377, 1761316312236610095, 
0.4532117247581482, 0.11884678900241852, 0.8529017697306523, 1761316312334499220, 
0.47521719336509705, 0.14481280744075775, 0.8867056982122612, 1761316312444780732, 
0.4929456412792206, 0.1667923480272293, 0.8920501962866867, 1761316312537625042, 
0.5120089054107666, 0.19058111310005188, 0.8994204302570395, 1761316312638623531, 
0.5307950377464294, 0.21426746249198914, 0.9217326494179, 1761316312735176874, 
0.551246166229248, 0.2412550151348114, 0.9021576421717633, 1761316312845635581, 
0.5685907006263733, 0.2623857855796814, 0.8837522244479477, 1761316312936660506, 
0.5882449746131897, 0.28582945466041565, 0.8890511394263831, 1761316313035607297, 
0.6073418259620667, 0.30904948711395264, 0.8796933730671509, 1761316313136338931, 
0.6288788318634033, 0.3348965644836426, 0.8719205766836738, 1761316313245741498, 
0.6467633843421936, 0.356243371963501, 0.8824563254316351, 1761316313336636938, 
0.6661102771759033, 0.3801042437553406, 0.8918531202793335, 1761316313435661925, 
0.6853326559066772, 0.4042552709579468, 0.9103642609013076, 1761316313535947804, 
