acc_x, acc_y, angular_z, stamp, 
-0.0035376548767089844, -0.04467368125915527, -1.7974880531573463e-10, 1759497482718771105, 
0.001789689064025879, -0.01391512155532837, -1.991868175251435e-06, 1759497482748697393, 
0.012554526329040527, -0.015513420104980469, -9.495462364912614e-11, 1759497482777743793, 
-0.019744277000427246, 0.027694404125213623, -4.71688649555611e-11, 1759497482809402548, 
0.005466818809509277, -0.027943670749664307, -2.5538002594900354e-11, 1759497482841166686, 
-0.012279987335205078, 0.008318185806274414, 3.5521325912188225e-11, 1759497482868878320, 
0.0149192214012146, -0.014697253704071045, -1.9843045357089935e-06, 1759497482898915399, 
0.022216379642486572, -0.001820981502532959, 7.736963728758416e-11, 1759497482928989977, 
0.007816016674041748, 0.010950267314910889, 8.498573633656488e-11, 1759497482958876946, 
0.002422630786895752, -0.0033181309700012207, 1.0341823179755136e-10, 1759497482988874341, 
-0.022756874561309814, -0.006769418716430664, 1.2903224724956037e-10, 1759497483018912999, 
-0.006508827209472656, 0.014784574508666992, 9.674973635962762e-11, 1759497483049583155, 
0.02412283420562744, 0.01836639642715454, 4.4171792500107816e-11, 1759497483081470321, 
0.002699553966522217, 0.005731701850891113, 3.3914323619978277e-11, 1759497483109096663, 
-0.0009075403213500977, -0.016048789024353027, 2.3159093169120928e-11, 1759497483138988550, 
-0.029742538928985596, -0.007273733615875244, 2.5895629999818547e-11, 1759497483169057702, 
-0.004413962364196777, -0.0001112222671508789, 6.1077715860522825e-12, 1759497483198978077, 
0.02252250909805298, 0.033835649490356445, -1.4312044895534898e-11, 1759497483229047622, 
0.0475122332572937, -0.01835763454437256, 2.61610938742796e-12, 1759497483259041483, 
-0.004973948001861572, 0.008608579635620117, 1.2972420690916275e-11, 1759497483290452508, 
-0.03400874137878418, -0.023522794246673584, 4.240850278707476e-11, 1759497483321516567, 
-0.001661062240600586, 0.005378842353820801, 9.647046207249797e-11, 1759497483349162819, 
0.04339176416397095, -0.0015902519226074219, 9.985180767110017e-11, 1759497483378110519, 
0.009036064147949219, 0.0038905739784240723, -1.9171493671911333e-06, 1759497483409198628, 
-0.014552533626556396, -0.014014720916748047, -2.059510968126827e-06, 1759497483438137170, 
-0.025223076343536377, -0.01564955711364746, 1.8580590857176442e-10, 1759497483469178686, 
-0.015819191932678223, 0.01496589183807373, 1.3630708027191287e-10, 1759497483499202937, 
0.016520440578460693, 0.03448420763015747, 7.190481059457462e-11, 1759497483529548585, 
0.0020111799240112305, 0.0019037723541259766, 5.190816624238568e-11, 1759497483561567850, 
-0.032153964042663574, -0.007212460041046143, 4.6669025820161014e-11, 1759497483589281017, 
-0.008488357067108154, 0.0035056471824645996, 1.84273924164632e-11, 1759497483619242624, 
0.02948516607284546, -0.0055751800537109375, 9.762751024272779e-13, 1759497483649266610, 
0.002499222755432129, -0.005699813365936279, -9.490626194178337e-16, 1759497483679318670, 
