e, e_dot, e_int, stamp, 
4.179344905793562, 4.4840780806983576e-06, 0.835868873321057, 4766848000000, 
4.179344810698444, 5.908209684453899e-07, 0.835868956662944, 4766950000000, 
4.179344664066722, -8.057561344069578e-07, 0.8358689587039151, 4767052000000, 
4.179343891702785, -3.063318863757066e-06, 0.8358688910978633, 4767154000000, 
4.179344830637492, 5.552358987396625e-07, 0.8358688924271332, 4767222000000, 
4.1793448776762565, 3.2865782391885054e-06, 0.8358689066677688, 4767324000000, 
4.179346776797729, 6.487200791364482e-06, 0.8358690990074318, 4767426000000, 
4.1793425379163915, -7.79919954988865e-06, 0.8358689461593585, 4767528000000, 
4.17934481347548, -6.54440749592311e-06, 0.8358689418793067, 4767630000000, 
4.179342571357389, 1.1146999175556023e-07, 0.8358686615166173, 4767732000000, 
4.179345142128711, 1.0955107695072759e-06, 0.8358688351307719, 4767834000000, 
4.179343045770689, 1.5813776658527938e-06, 0.8358687172837859, 4767936000000, 
4.179348094373694, 9.84081660900434e-06, 0.8358690854848729, 4768038000000, 
4.1793414193167475, -5.4215131376859444e-06, 0.8358688372974087, 4768140000000, 
4.179340359568553, -2.578268380126758e-05, 0.8358686582172664, 4768242000000, 
4.179346511017833, 1.697233695215535e-05, 0.835868552660209, 4768344000000, 
4.179344241978033, 1.294136493079634e-05, 0.8358687408376279, 4768446000000, 
4.179345841704908, -2.2310430836114392e-06, 0.835869106313385, 4768548000000, 
4.179345901637244, 5.532197369835974e-06, 0.8358690656880123, 4768650000000, 
4.179340202968899, -1.8795786695946504e-05, 0.8358687964207367, 4768752000000, 
4.179345940562155, 1.2974970431400834e-07, 0.8358688030112198, 4768854000000, 
4.179340668002752, 1.5501128410496297e-06, 0.8358684541022537, 4768922000000, 
4.179346908071794, 3.2250321317188004e-06, 0.8358689011091133, 4769024000000, 
4.179342198889565, 5.1029560458696705e-06, 0.8358686516642742, 4769126000000, 
4.179341707594293, -1.7334925003590722e-05, 0.8358687209703769, 4769228000000, 
4.1793430215602285, 2.7422355438252075e-06, 0.8358684618696057, 4769330000000, 
4.179343884114257, 7.25506654456846e-06, 0.8358685742179186, 4769432000000, 
4.1793426979332295, -1.0787566632567784e-06, 0.8358686402405143, 4769534000000, 
4.179344815750531, 3.105454246347487e-06, 0.8358687598532011, 4769636000000, 
4.17934438834176, 5.6346951016195135e-06, 0.835868793468368, 4769738000000, 
4.179345294725162, 1.596582105041951e-06, 0.8358689665878302, 4769840000000, 
4.179345276242323, 2.959668542838282e-06, 0.835868997287283, 4769942000000, 
4.179344478162862, -2.7218743348100816e-06, 0.8358690032753564, 4770044000000, 
4.17934428410187, -3.3071348415347757e-06, 0.8358689359004702, 4770146000000, 
4.179344652085283, 5.797414045124091e-07, 0.8358688942900009, 4770248000000, 
4.179343696086408, -1.960051540332112e-06, 0.8358688421515709, 4770350000000, 
4.179343618658858, -3.444754751077047e-06, 0.8358687977887032, 4770452000000, 
4.179343503091674, -6.433157799060988e-07, 0.8358687211891294, 4770520000000, 
4.179343901858278, 9.439980678630869e-07, 0.8358687349072539, 4770622000000, 
4.179344075643412, 1.908505791921774e-06, 0.8358687653728909, 4770724000000, 
4.179343599647828, -1.0073681681414353e-06, 0.8358687718099679, 4770826000000, 
4.179343557482195, -1.727204056815405e-06, 0.8358687488515623, 4770928000000, 
4.179344421597203, 2.7398312507642686e-06, 0.8358687719151483, 4771030000000, 
4.179344056009492, 1.6617576559241343e-06, 0.8358688023392593, 4771132000000, 
4.179344495202206, 2.4535000993826844e-07, 0.8358688648539266, 4771234000000, 
4.179344216280135, 5.342354765976628e-07, 0.8358688511661221, 4771336000000, 
4.179341826537486, -8.895549064765381e-06, 0.8358687025346551, 4771438000000, 
4.179343236167586, -3.26704182818105e-06, 0.8358686185990137, 4771540000000, 
4.1793431314483875, 4.349703003706888e-06, 0.8358685462768973, 4771642000000, 
4.179343629039259, 1.3095722432391692e-06, 0.8358686664436822, 4771744000000, 
4.179345128729319, 6.657603105845548e-06, 0.8358687926144645, 4771846000000, 
4.179342655440684, -3.245328583645346e-06, 0.8358687608806176, 4771948000000, 
4.179345790118501, 2.2046306054808915e-06, 0.835868904952567, 4772050000000, 
4.179344433496732, 5.926853493913124e-06, 0.8358688586037278, 4772118000000, 
4.179343302790221, -8.291094267439311e-06, 0.8358689017603637, 4772220000000, 
4.179343468072018, -3.21808238131401e-06, 0.8358687469572647, 4772322000000, 
4.179343682211767, 1.264738488752452e-06, 0.8358686968716004, 4772424000000, 
4.179343413738532, -1.8111162051563193e-07, 0.8358687042681545, 4772526000000, 
4.179343799128017, 3.8972083338251196e-07, 0.8358687263385542, 4772628000000, 
4.179342736383498, -2.257850111320181e-06, 0.8358686632833364, 4772730000000, 
4.179344325596259, 1.7548941381543652e-06, 0.8358687240738516, 4772832000000, 
4.179344143041212, 4.688859046216483e-06, 0.835868747001398, 4772934000000, 
4.179344530132188, 6.817864317554267e-07, 0.8358688665846439, 4773036000000, 
4.1793439762407845, -5.560014256407916e-07, 0.8358688432942789, 4773138000000, 
4.179343852660807, -2.258237937387738e-06, 0.8358688239355853, 4773240000000, 
4.179343368721494, -2.025064302912938e-06, 0.8358687465082056, 4773342000000, 
4.1793429776535715, -2.916690785189265e-06, 0.8358686799357249, 4773444000000, 
4.179343901939938, 1.7773948150316226e-06, 0.8358686832210002, 4773546000000, 
4.179343919370524, 3.139056508061344e-06, 0.8358687199309356, 4773648000000, 
4.179343099700008, -2.6741331016211234e-06, 0.8358687280673646, 4773716000000, 
4.179343431061278, -1.6276974879048112e-06, 0.8358686966754539, 4773818000000, 
4.1793430227352655, -2.565491404501093e-07, 0.8358686368997701, 4773920000000, 
4.179343717272396, 9.540370626837102e-07, 0.8358686780712626, 4774022000000, 
4.179343156290366, 4.451836677077381e-07, 0.8358686597532018, 4774124000000, 
4.179343374259714, -1.143375607526309e-06, 0.8358686831881651, 4774226000000, 
4.179343260368792, 3.4692808625891303e-07, 0.8358686527279249, 4774328000000, 
4.179343843834311, 1.5652486566134864e-06, 0.8358686985641877, 4774430000000, 
4.179343106273052, -5.1365246574638e-07, 0.8358686806984102, 4774532000000, 
4.179343555560201, -9.60913701201586e-07, 0.8358687003778376, 4774634000000, 
4.179344482071227, 4.5859939164690404e-06, 0.8358687429269653, 4774736000000, 
4.179342812800148, -2.4758668419148457e-06, 0.8358687233621049, 4774838000000, 
4.179343033786992, -4.82761411587281e-06, 0.8358686885772245, 4774940000000, 
4.179343468527407, 2.185757530526189e-06, 0.8358686210076364, 4775042000000, 
4.179343340140828, 1.0211794521097772e-06, 0.8358686561636818, 4775144000000, 
4.179343886825948, 1.3943284689806508e-06, 0.8358687130329455, 4775246000000, 
4.179344099676631, 2.531786010469735e-06, 0.8358687551095604, 4775348000000, 
4.179343188517682, -2.3276942210751863e-06, 0.8358687450013508, 4775416000000, 
4.179343603163957, -1.655042245474192e-06, 0.8358687260905513, 4775518000000, 
4.179343324497892, 4.532673673433389e-07, 0.8358686744119687, 4775620000000, 
4.179343606989898, 1.2753134844463906e-08, 0.8358687023101165, 4775722000000, 
4.179343305565022, -6.310956498130811e-08, 0.8358686824701874, 4775824000000, 
4.179344249445786, 2.141519628295896e-06, 0.8358687441333804, 4775926000000, 
4.1793427600407265, -1.8184143198614795e-06, 0.8358686876701024, 4776028000000, 
4.179342139619914, -7.032752907439506e-06, 0.8358686099404284, 4776130000000, 
4.179346066172452, 1.1020439085740463e-05, 0.8358687310555396, 4776232000000, 
4.179344165977282, 6.754524560411331e-06, 0.8358688247846432, 4776334000000, 
4.17934503199761, -3.44724947254349e-06, 0.8358690176098228, 4776436000000, 
4.179343309046972, -2.85643436607567e-06, 0.8358688338014577, 4776538000000, 
4.179343369838658, -5.540529842325744e-06, 0.8358687807255495, 4776640000000, 
4.179344395502935, 3.6215198750966238e-06, 0.8358687382925708, 4776742000000, 
4.179344935469704, 5.218770153803121e-06, 0.8358688467207531, 4776844000000, 
4.179343586641815, -2.696203731389346e-06, 0.8358688611742968, 4776946000000, 
4.179343621321687, -4.3804933902436005e-06, 0.8358688095622138, 4777014000000, 
4.179343959142689, 1.2416695790070282e-06, 0.835868744473746, 4777116000000, 
4.179344352251427, 2.4364324661500327e-06, 0.8358687955143869, 4777218000000, 
4.179343259639251, -2.331678127613183e-06, 0.8358687714022243, 4777320000000, 
4.179343837982148, -1.7142309290581654e-06, 0.835868763324855, 4777422000000, 
4.179343335129776, 2.516350831408924e-07, 0.8358686955167449, 4777524000000, 
4.179345522152991, 5.613902809287197e-06, 0.8358688463509943, 4777626000000, 
4.179343887585382, 1.8415186886500123e-06, 0.8358688496578766, 4777728000000, 
4.179344588846484, -3.1110216891505615e-06, 0.8358689332389905, 4777830000000, 
4.17934607977016, 7.3072825923503615e-06, 0.8358689704134683, 4777932000000, 
4.179344457319766, -4.384223946847972e-07, 0.8358690083957607, 4778034000000, 
4.179343594132375, -8.285459284588606e-06, 0.8358689420814867, 4778136000000, 
4.179343371918171, -3.6180053146021387e-06, 0.8358687615580208, 4778238000000, 
4.179344093051737, 1.663064542375044e-06, 0.8358687372734854, 4778340000000, 
4.179343678766751, 1.0228285981147185e-06, 0.8358687429157772, 4778442000000, 
4.179343468630145, -2.081405308847669e-06, 0.8358687493632421, 4778544000000, 
4.179343272326047, -1.3548023443850827e-06, 0.8358686946481962, 4778612000000, 
4.179344708772169, 4.133806748759146e-06, 0.8358687633152241, 4778714000000, 
4.179342586881287, -2.2848158683549022e-06, 0.8358687045319669, 4778816000000, 
4.179346382067644, 5.577651582081937e-06, 0.8358689118480734, 4778918000000, 
