x, y, th, stamp, 
-2.8833582401275635, 0.9108307361602783, 0.5459716429221935, 1759497482680160862, 
-2.8833582401275635, 0.9108307361602783, 0.545971523547116, 1759497482731008381, 
-2.8833582401275635, 0.9108307361602783, 0.5459715963389413, 1759497482780649645, 
-2.8833582401275635, 0.9108307361602783, 0.5459716122143451, 1759497482840490557, 
-2.8833582401275635, 0.9108307361602783, 0.5459716179181554, 1759497482892439821, 
-2.8833582401275635, 0.9108307361602783, 0.545971618542447, 1759497482942604248, 
-2.8833582401275635, 0.9108307361602783, 0.5459716151719133, 1759497482989051225, 
-2.8833582401275635, 0.9108307361602783, 0.5459716123221476, 1759497483039078850, 
-2.8833582401275635, 0.9108307361602783, 0.5459715825693381, 1759497483082095871, 
-2.8833582401275635, 0.9108307361602783, 0.545971709840934, 1759497483131934846, 
-2.8833582401275635, 0.9108307361602783, 0.5459717083286444, 1759497483182679275, 
-2.8833582401275635, 0.9108307361602783, 0.5459717047557973, 1759497483241711197, 
-2.8833582401275635, 0.9108307361602783, 0.545971705821395, 1759497483291197851, 
-2.8833582401275635, 0.9108307361602783, 0.5459717086392823, 1759497483342244750, 
-2.8833582401275635, 0.9108307361602783, 0.5459717131481864, 1759497483389200048, 
-2.8833582401275635, 0.9108307361602783, 0.5459716505993799, 1759497483438202070, 
-2.8833582401275635, 0.9108307361602783, 0.5459715481813541, 1759497483482050497, 
-2.8833582401275635, 0.9108307361602783, 0.5459715473220099, 1759497483531558989, 
-2.8833582401275635, 0.9108307361602783, 0.5459716790066631, 1759497483582701565, 
-2.8833582401275635, 0.9108307361602783, 0.5459716157533216, 1759497483642033522, 
-2.8833582401275635, 0.9108307361602783, 0.545971615600643, 1759497483692068209, 
-2.8833582401275635, 0.9108307361602783, 0.545971616599588, 1759497483743101087, 
-2.8833582401275635, 0.9108307361602783, 0.545971617250868, 1759497483790052600, 
-2.8833582401275635, 0.9108307361602783, 0.5459716200608192, 1759497483840044966, 
-2.8833582401275635, 0.9108307361602783, 0.5459716233184738, 1759497483881055412, 
-2.8833582401275635, 0.9108307361602783, 0.5459716267646911, 1759497483930431001, 
-2.8833582401275635, 0.9108307361602783, 0.5459715733718372, 1759497483999576179, 
-2.8833582401275635, 0.9108307361602783, 0.5459712779406445, 1759497484040473638, 
-2.8833582401275635, 0.9108307361602783, 0.5459713820433276, 1759497484090819644, 
-2.8833582401275635, 0.9108307361602783, 0.5459715693909742, 1759497484139123514, 
-2.8833582401275635, 0.9108307361602783, 0.5459716485118211, 1759497484191053643, 
-2.8833582401275635, 0.9108307361602783, 0.5459715973413647, 1759497484239122479, 
-2.8833582401275635, 0.9108307361602783, 0.5459716068563533, 1759497484280213190, 
-2.8833582401275635, 0.9108307361602783, 0.5459715824898091, 1759497484330481899, 
-2.8833582401275635, 0.9108307361602783, 0.5459716030943451, 1759497484399657246, 
-2.8833582401275635, 0.9108307361602783, 0.5459716030943451, 1759497484441092492, 
-2.8833582401275635, 0.9108307361602783, 0.545971550096979, 1759497484490265312, 
-2.8833582401275635, 0.9108307361602783, 0.5459715534791835, 1759497484541095422, 
-2.8833582401275635, 0.9108307361602783, 0.5459715536570153, 1759497484590061127, 
-2.8833582401275635, 0.9108307361602783, 0.5459715467918643, 1759497484641072070, 
-2.8833582401275635, 0.9108307361602783, 0.545971610615628, 1759497484680223439, 
-2.8833582401275635, 0.9108307361602783, 0.5459716046548407, 1759497484730470186, 
-2.8833582401275635, 0.9108307361602783, 0.5459715900616624, 1759497484800796481, 
-2.8833582401275635, 0.9108307361602783, 0.5459715900616624, 1759497484840627261, 
-2.8833494186401367, 0.9108277559280396, 0.546041782305812, 1759497484891062324, 
-2.883577585220337, 0.910695493221283, 0.5615778274552501, 1759497484941099831, 
-2.883401393890381, 0.9108797311782837, 0.5925240906075846, 1759497484991065459, 
-2.882882595062256, 0.9112477898597717, 0.6180560378733652, 1759497485041071599, 
-2.8824477195739746, 0.9114149808883667, 0.636645742422993, 1759497485080219642, 
-2.8821120262145996, 0.9118515849113464, 0.6622518991508929, 1759497485130945064, 
-2.881582260131836, 0.9124140739440918, 0.6893148287894788, 1759497485180530887, 
-2.88065242767334, 0.9129636883735657, 0.7197477808671844, 1759497485241017562, 
-2.879683017730713, 0.9135912656784058, 0.7444915559579496, 1759497485290226868, 
-2.878875732421875, 0.9145599007606506, 0.769670785859601, 1759497485341051716, 
-2.8778369426727295, 0.9153483510017395, 0.7956109914051677, 1759497485391067275, 
-2.8769142627716064, 0.9162201881408691, 0.8222209765500961, 1759497485441075066, 
-2.8762238025665283, 0.9169754981994629, 0.8432838564106491, 1759497485481235263, 
-2.875074863433838, 0.9178051948547363, 0.8708028087731234, 1759497485530852610, 
-2.8735146522521973, 0.9199118614196777, 0.9108362654336892, 1759497485600240667, 
-2.8721272945404053, 0.921390950679779, 0.9376602614811499, 1759497485640673216, 
-2.8705618381500244, 0.9236106872558594, 0.9716095045904556, 1759497485691076119, 
-2.868896484375, 0.9262539148330688, 1.010111498155513, 1759497485740105838, 
-2.8672711849212646, 0.9287296533584595, 1.051160447372116, 1759497485791073205, 
-2.8656392097473145, 0.9315082430839539, 1.0921952604899696, 1759497485841077925, 
-2.8646059036254883, 0.9337738156318665, 1.123012604084691, 1759497485880236150, 
-2.8634033203125, 0.9365081787109375, 1.1559744429353846, 1759497485930683795, 
-2.8621392250061035, 0.9390357136726379, 1.1760882179934236, 1759497485981011292, 
