odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
7.815970093361102e-14, -2.1316282072803006e-14, 3.0915888166579025e-10, 0.0, 5.378086864737952e-11, 0.013314625848284871, 0.06537189156295585, 0.03512313578887456, 1763136493549825958, 
7.815970093361102e-14, -2.1316282072803006e-14, 3.200729367422522e-10, 0.0, 5.499823513277491e-11, 0.010804545981190307, 0.0652823111254277, 0.02742226144800934, 1763136493739819608, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.380979473933252e-07, 0.0, -5.288283005944194e-11, 0.011353482260665715, 0.06861756500419405, 0.02818346601744093, 1763136494001857343, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.3809762594696924e-07, 0.0, 5.568795424792938e-11, 0.00973866824534328, 0.07013521109511862, 0.027678726795497734, 1763136494139809354, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.38097257254186e-07, 0.0, 6.988043423916679e-07, 0.007540563420403128, 0.06585404359244006, 0.032477814749681456, 1763136494395759302, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.3810045181326245e-07, 0.0, 5.5354712458211e-07, 0.010331269473282894, 0.06747508560886036, 0.028224284722012462, 1763136494589844663, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.3810395448710797e-07, 0.0, -2.6871572675335464e-11, 0.011198376293739425, 0.06684296417630475, 0.031063827152178106, 1763136494699975207, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.3810679690540046e-07, 0.0, 4.0412058410765894e-07, 0.014538048520995174, 0.06440527241263115, 0.028267229015939435, 1763136494795801236, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.3811079244775336e-07, 0.0, 3.432388098190131e-07, 0.015214811752804168, 0.0666182392332873, 0.026755750116704443, 1763136494889780786, 
-2.0555948054834516e-08, 2.417642441798762e-08, -2.381149815052181e-07, 0.0, 0.0, 0.013227488442033957, 0.06971560523273015, 0.02625184508497449, 1763136495080826149, 
0.0012067387579008937, -0.00013484599185176194, -0.006636963384762434, 0.026917824680139216, -0.1482311487197876, 0.015862065056879402, 0.07270894814234638, -0.0003645221768116153, 1763136495195777536, 
0.022101154550909996, -0.0022262725979089737, -0.10006092800264335, 0.15327869593635546, -0.5477299094200134, 0.0288023426098647, 0.06994909746610771, -0.06557644902652819, 1763136495390757749, 
0.05079468712210655, -0.007655640132725239, -0.2068272481987797, 0.14068114718357916, -0.5158311128616333, 0.052540054481818886, 0.07013983487052701, -0.14212895170976253, 1763136495596813157, 
0.06351344287395477, -0.010956069454550743, -0.2520025209967816, 0.14068455821442205, -0.4730381667613983, 0.0735933547518351, 0.06324641990448081, -0.20716910902240682, 1763136495689792909, 
0.07685570418834686, -0.015196124091744423, -0.3026038081847016, 0.1368587371663899, -0.48423850536346436, 0.09146156208564395, 0.05584126470445406, -0.2756433087711584, 1763136495790763791, 
0.10389681160449982, -0.02641313150525093, -0.4061290408738303, 0.14276955253008422, -0.4914017915725708, 0.11740459799298794, 0.05332937710704126, -0.35409169884694136, 1763136495996817762, 
0.11573393642902374, -0.031904686242341995, -0.452593941070657, 0.1457048114843503, -0.5012294054031372, 0.14121230906179497, 0.05041918458269614, -0.4292519887888614, 1763136496089763468, 
0.13869540393352509, -0.045086584985256195, -0.5476905654167862, 0.13478054245752175, -0.5094667077064514, 0.1583502534953439, 0.040750512695684624, -0.49611331001674136, 1763136496280110377, 
0.15218761563301086, -0.05442915856838226, -0.6055844677787805, 0.14584201987505405, -0.48723503947257996, 0.18074292383817783, 0.02905713469876366, -0.5679165911386485, 1763136496396823544, 
0.16273954510688782, -0.06227818503975868, -0.6515198429538158, 0.14061399565099, -0.49743980169296265, 0.19467868628378787, 0.0174781967062421, -0.6321614241664802, 1763136496489785107, 
0.17333397269248962, -0.07128678262233734, -0.7017921162366124, 0.1326861483762371, -0.5021744966506958, 0.20686088054242202, 0.005786766413946642, -0.7037357735190295, 1763136496591772518, 
0.19341684877872467, -0.0909605398774147, -0.8070200963167914, 0.13954594952965532, -0.5034027099609375, 0.22256594674746547, -0.005294178453895295, -0.7703753312482865, 1763136496797872745, 
0.20185405015945435, -0.10032566636800766, -0.853302671552386, 0.13239070579300172, -0.49017077684402466, 0.23995867228185855, -0.018787398811459768, -0.8456081089995203, 1763136496890868883, 
0.21839283406734467, -0.12238987535238266, -0.9426530587054587, 0.13037765597134912, -0.3960791528224945, 0.25725975132919493, -0.03484829844752573, -0.9057270848615836, 1763136497100563429, 
0.22535200417041779, -0.13326339423656464, -0.9818465113250572, 0.133385507241267, -0.39956212043762207, 0.2676662334756063, -0.051011204592733346, -0.9625718393114213, 1763136497197833854, 
0.23139579594135284, -0.14327676594257355, -1.0110496208174982, 0.12425798470974052, -0.27558475732803345, 0.2780647615978469, -0.06869263607414017, -0.9924200502338242, 1763136497289807563, 
0.2374183088541031, -0.1537582278251648, -1.0286748952325762, 0.12323869434529641, -0.1785753071308136, 0.29027665699078437, -0.08332518821192084, -1.0145058261838962, 1763136497387783488, 
0.24993392825126648, -0.17683611810207367, -1.0565390322235124, 0.12288592397033694, -0.11245257407426834, 0.2990214242324417, -0.10260686866335302, -1.030673505200625, 1763136497597801783, 
0.254867285490036, -0.18689589202404022, -1.0671480242222173, 0.1212341461832153, -0.10703186690807343, 0.3108147406023327, -0.11520968994244929, -1.0383514127859534, 1763136497689810727, 
0.26549696922302246, -0.20761780440807343, -1.074041675886997, 0.12588031489657978, -0.02271152473986149, 0.3230413898988679, -0.13650630818169865, -1.041759074270924, 1763136497880815693, 
0.27201762795448303, -0.22017093002796173, -1.0770089810872987, 0.11915796077735274, -0.017743295058608055, 0.33219413972100686, -0.15129355294954397, -1.0422927073889237, 1763136497997845622, 
0.2827329635620117, -0.2403467297554016, -1.072217597138689, 0.1223214662395588, 0.04213337600231171, 0.344959932763296, -0.1678276813451597, -1.0369576621464487, 1763136498188801421, 
0.2880556285381317, -0.2500895857810974, -1.0713759879235516, 0.11758121724597974, 0.017329422757029533, 0.34786656068715516, -0.18397737486997057, -1.031314655253627, 1763136498280059668, 
0.29443278908729553, -0.26201939582824707, -1.0655111561851076, 0.11431122936546102, 0.06339728087186813, 0.36145727975247666, -0.19492142573599164, -1.0263288971175086, 1763136498398845350, 
0.30518054962158203, -0.2812012732028961, -1.0571169490941, 0.11604303264580043, 0.033602237701416016, 0.37656313893797994, -0.20820448808005718, -1.0251198846628071, 1763136498588807918, 
0.3168698847293854, -0.30179789662361145, -1.0478841005546948, 0.11176844472571076, 0.040268946439027786, 0.3854593834608984, -0.22825839596902656, -1.0177292319042475, 1763136498798849235, 
0.322122186422348, -0.310685932636261, -1.044970224453507, 0.11087115581079192, 0.030928241088986397, 0.3924736121920167, -0.23750591569631382, -1.0081303855043704, 1763136498891808696, 
0.3275412321090698, -0.32001566886901855, -1.04202784791072, 0.11450291924499921, 0.04348902404308319, 0.40203290613064635, -0.2542557395315761, -1.0106405880373104, 1763136498988836526, 
0.3389372229576111, -0.33975955843925476, -1.0373435860257703, 0.11016684385532546, 0.01982930302619934, 0.4124268158071526, -0.26510168848742255, -1.003781234814631, 1763136499198828245, 
