odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.3825618635514548e-07, 0.0, -1.3628819427180527e-11, -0.05619709952684306, -0.12839584279958818, -0.3983373134955302, 1763136337041850895, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.382589148449979e-07, 0.0, -1.7054710074737578e-11, -0.061922585423350815, -0.12795728435492112, -0.3855351472064576, 1763136337231769162, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.382618707090047e-07, 0.0, -1.364099458389667e-11, -0.05959598186576981, -0.12184110939606757, -0.3967694996745852, 1763136337441779670, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.382645991988571e-07, 0.0, -1.6614015718730002e-11, -0.05587806730562213, -0.12610495321916246, -0.3951279066786914, 1763136337632821720, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.382675550628639e-07, 0.0, -1.3778339580383658e-11, -0.054129352150270815, -0.12662608002780373, -0.39560146400913615, 1763136337841768711, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.382702835527163e-07, 0.0, -1.6514631676067815e-11, -0.058291907239224186, -0.12728467213093875, -0.3954912691417509, 1763136338032790325, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.3827255729426e-07, 0.0, -1.6637262748031567e-11, -0.06287885678842611, -0.12147294499658548, -0.39533820255579694, 1763136338192793599, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.382739215391862e-07, 0.0, -1.3648986454950496e-11, -0.054999104272635504, -0.12971414033006542, -0.39469513858261723, 1763136338291773831, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.382752857841124e-07, 0.0, -1.3659372244401169e-11, -0.05677716717970559, -0.12123444492165013, -0.3962711363456396, 1763136338391771107, 
-2.0556376156832812e-08, 2.4176442181556013e-08, -2.3827824164811918e-07, 0.0, -1.6798784585603244e-11, -0.058496528276713124, -0.13177173501577624, -0.391616828655117, 1763136338592064452, 
