x,y,theta,stamp_ns
0.6275949478149414,0.5157992243766785,0.9215295058390767,1761334162852925151
0.6354597210884094,0.5262313485145569,0.9207682501656224,1761334162953536828
0.6446195244789124,0.5383414030075073,0.9183612635322426,1761334163062923232
0.6514639854431152,0.5473358631134033,0.9201059514279937,1761334163153681480
0.6590194702148438,0.5573672652244568,0.9189329963353549,1761334163248926999
0.6665077805519104,0.5674529075622559,0.9186505178479425,1761334163349570572
0.6748932600021362,0.5786396861076355,0.9190134208426122,1761334163462911469
0.6814618706703186,0.5872182250022888,0.9190134208426122,1761334163552924052
0.6886305809020996,0.5966577529907227,0.9190134208426122,1761334163653019895
0.6952534317970276,0.6054986715316772,0.9190134208426122,1761334163752947204
0.7029486894607544,0.6154569387435913,0.9184510888740542,1761334163862935174
0.7089662551879883,0.6232870221138,0.9175426888058758,1761334163953949716
0.7153674960136414,0.6317474246025085,0.9167608435941447,1761334164053011847
0.7223023772239685,0.6408265233039856,0.9158604005707134,1761334164162809236
0.7285487651824951,0.6490311622619629,0.9158604005707134,1761334164262943668
0.734136700630188,0.6563654541969299,0.9148896558177925,1761334164352919377
0.7399710416793823,0.6640238761901855,0.9156265774466157,1761334164452943942
0.7464503049850464,0.6724511384963989,0.9170672050871641,1761334164563218224
0.7523348927497864,0.6798933148384094,0.9180345163343123,1761334164662947768
0.7572047710418701,0.6864426136016846,0.9174506866512652,1761334164752952684
0.7627359628677368,0.6936061382293701,0.9179424193049813,1761334164853048335
0.7679221034049988,0.7001350522041321,0.9184202521449549,1761334164953532771
0.7736167311668396,0.7075057625770569,0.918540715854549,1761334165062951759
0.7777718901634216,0.713394820690155,0.9173535654679407,1761334165152953006
0.7829909920692444,0.7202408909797668,0.9199799723463661,1761334165253049147
0.7880469560623169,0.7268035411834717,0.918228577975,1761334165363909934
0.7927027940750122,0.7329139113426208,0.9169281668122741,1761334165463251635
0.7971206307411194,0.7389762997627258,0.9160872706547836,1761334165552968742
0.8016292452812195,0.7447360157966614,0.9177498975340975,1761334165652955118
