e,e_dot,e_int,stamp_ns
1.4142135623730951,0.0,0.1410333016926486,1761334158662870678
1.4142135623730951,0.0,0.14071826440842658,1761334158712873478
1.4142135623730951,0.0,0.12734643535577103,1761334158752918206
1.4142108241482116,-1.7850349701566977e-05,0.12894467226064216,1761334158804051189
1.4129130414309965,-0.008737159807309663,0.14243307843174016,1761334158853664549
1.4093972000993713,-0.03227370731826035,0.14032526625689476,1761334158903419466
1.4035329551516795,-0.05669690101315188,0.15316571765325762,1761334158962399571
1.3971873272002906,-0.07549538090452891,0.15285901170554636,1761334159012342088
1.3891329038350193,-0.09542478791447721,0.14040286013829512,1761334159062930201
1.3799323201621578,-0.11573497736982354,0.13822264850164723,1761334159111872287
1.3712861154804155,-0.1329534008068025,0.12413384293599816,1761334159152874628
1.3477550193761076,-0.1483724537748343,0.19327591673711855,1761334159253329107
1.322333583275069,-0.15511058053830934,0.2835203869163042,1761334159363337953
1.2992774259307571,-0.1542378155275397,0.277258117301819,1761334159462877520
1.2769674644566453,-0.15985983808347004,0.24628191420462078,1761334159552854657
1.2523640169848074,-0.16463352965373032,0.24249366544330697,1761334159652889353
1.227477790720198,-0.1646004666451137,0.2510077026596205,1761334159753296855
1.1994821264359408,-0.16855607322019642,0.25632045508702667,1761334159861884641
1.17637836861839,-0.16964909817047988,0.2409269954109354,1761334159953883347
1.1519562989346586,-0.16388903348568098,0.22758025396306944,1761334160055415315
1.124514942007959,-0.16409393487149304,0.24231648998879984,1761334160164419441
1.1001304574224755,-0.1681732445597519,0.23126545039476457,1761334160260887092
1.077785962044946,-0.16521224461596987,0.20747212728543327,1761334160352891604
1.0495714353832721,-0.16074958362677663,0.2257807547058161,1761334160470753804
1.0283060075863582,-0.15667648652752755,0.22096220448015644,1761334160562954126
1.0061034117332697,-0.15244656724556196,0.1954630108571808,1761334160660894100
0.9855652721391204,-0.14997900237346004,0.19120447001351976,1761334160752893933
0.9634813619262045,-0.14876280064795785,0.18815420443589342,1761334160851903898
0.939680978555456,-0.14583014805457506,0.20220795460528607,1761334160962890840
0.9183016694969425,-0.14203379375868228,0.19937927247402784,1761334161063899449
0.9000454473092767,-0.1388201622767048,0.1748124266510232,1761334161153040201
0.880005872244398,-0.13490423488398393,0.17034116337607325,1761334161253282933
0.8584414976447554,-0.13187111461547094,0.18507453867329854,1761334161363472313
0.8390226461688352,-0.13024797014892583,0.18021005708675986,1761334161463035197
0.8220249382165546,-0.1278729790315667,0.15931499337557103,1761334161553171480
0.8033421095412526,-0.12376915067192533,0.15803254195152133,1761334161655414522
0.7859701379414559,-0.12252961879051649,0.15771517807977187,1761334161749388557
0.7659142779086385,-0.12021897952551487,0.1633419773258601,1761334161863473461
0.7505227318214102,-0.11582201582259526,0.15636683099800544,1761334161953132058
0.7338188469319045,-0.11274323746734045,0.1424751655891138,1761334162053418749
0.7159903617306714,-0.10971202403710019,0.1539865695024228,1761334162163082066
0.6999561182762741,-0.10772796001422924,0.15012331377905416,1761334162262916007
0.6856810389875971,-0.10639871954725433,0.13299667360387107,1761334162352930180
0.6698940775804983,-0.1053038395249083,0.13043076289406094,1761334162453276670
0.6534327346613283,-0.10184790989882585,0.1415729537396543,1761334162564337448
0.6382540642111425,-0.10070651926954727,0.13710626854754318,1761334162662964076
0.6247527099052297,-0.10132231864413566,0.12047741305564982,1761334162752933142
0.6108485196897693,-0.09637321376388903,0.1186531886686185,1761334162852925151
0.5977845348277885,-0.08963287558377138,0.12259464740104628,1761334162953536828
0.5826010148967053,-0.08955063128975675,0.12538523906627203,1761334163062923232
0.5712986734331567,-0.08777955673481229,0.11686340975259277,1761334163153681480
0.558740959289224,-0.08545937013626197,0.10618587065815652,1761334163248926999
0.5461813321679524,-0.08554628582833383,0.10945113426791041,1761334163349570572
0.5322019414804032,-0.0827108232408122,0.11677305376976814,1761334163462911469
0.5213974813969798,-0.08112403600252792,0.10844032792516549,1761334163552924052
0.5095447805363694,-0.0794820973684633,0.09905562804067075,1761334163653019895
0.49849951754716915,-0.07631549831903593,0.10197458851072741,1761334163752947204
0.48591444417050766,-0.07498508300799057,0.10453492206491576,1761334163862935174
0.4760391878062054,-0.0743080778200005,0.09785158390420398,1761334163953949716
0.4654305765766035,-0.07186414752375296,0.09043748048485085,1761334164053011847
0.45400611896466936,-0.07038027950850724,0.0971528077225101,1761334164162809236
0.4436945998624919,-0.06900903837210072,0.09538821170206709,1761334164262943668
0.4344743893730499,-0.06848373279168589,0.08441999921887747,1761334164352919377
0.42484704887238334,-0.06624140077349334,0.08252446808896674,1761334164452943942
0.4142169775787579,-0.06421547019896828,0.08927455348601132,1761334164563218224
0.4047299040525687,-0.06384155467646017,0.08706716138711908,1761334164662947768
0.39656999101012824,-0.06192958768843507,0.07687514581717173,1761334164752952684
0.38751957608231846,-0.060359470752812415,0.0753317518417692,1761334164853048335
0.37918219499942063,-0.057796509707429,0.07777638374834335,1761334164953532771
0.36986789984157314,-0.05603230000416268,0.0795232885137855,1761334165062951759
0.36266770135864973,-0.0550420438915985,0.07389967472393832,1761334165152953006
0.3540594139447297,-0.05533376320003857,0.06885295806429198,1761334165253049147
0.34577506842503913,-0.053575885715396294,0.07471406555754624,1761334165363909934
0.3380933455994131,-0.050684576915419055,0.07272500393451935,1761334165463251635
0.33059553922646867,-0.05363263767876778,0.06393111525352896,1761334165552968742
0.32328108196902106,-0.0522420619637274,0.06272671924412915,1761334165652955118
0.31560579493454,-0.04733568889372186,0.06833580106901326,1761334165764429414
0.3084652151171125,-0.04710664837059928,0.06631759428537348,1761334165862964453
0.3021681023882461,-0.04745730130160807,0.05823472376100546,1761334165953046121
0.2953892693898853,-0.04569246075555635,0.057682792340233616,1761334166053962315
0.2887390972181697,-0.04502764651271161,0.05874443575249632,1761334166151888510
0.28189126304090495,-0.04337271000288694,0.06004566760816657,1761334166261967996
0.27582576491316235,-0.042712322239186355,0.05701731562832647,1761334166353968620
0.2696333211515352,-0.04240878907523976,0.053232665743986246,1761334166454991420
0.2630531520259898,-0.04065662258450157,0.0564548820469779,1761334166563445531
0.25724039808204135,-0.04009103532147284,0.054236998546657846,1761334166660973773
0.25183228413644243,-0.039406778503176455,0.048846225040724445,1761334166753231533
0.24630016023031015,-0.03802776245756139,0.048344100362750074,1761334166852974720
0.24024463238796723,-0.036791707486170146,0.051691625543790726,1761334166963252783
0.23503299037572706,-0.03607958006833308,0.050031176694530534,1761334167060982136
0.23042554470352736,-0.03447000002852387,0.044630101828994614,1761334167152978877
0.2250045177170465,-0.034755608290001516,0.04419999301521826,1761334167253027139
0.21922522584953202,-0.03558592512417211,0.04722042503607577,1761334167362954664
0.21448186814466577,-0.033021342012610644,0.04653936898159925,1761334167464983486
0.21030622749260036,-0.031287539291039536,0.04082488782065411,1761334167553128779
0.20525616507185884,-0.03264061022593096,0.03949294678576808,1761334167653031926
0.20102290458269848,-0.03130842523363489,0.04059153079523329,1761334167750627151
0.1958164667056145,-0.02970629464096593,0.042430492300723315,1761334167864446011
0.19167247424140882,-0.0307979502856054,0.03975381195158088,1761334167953276319
0.18738108425627115,-0.029895425997087416,0.036130097426712526,1761334168052993487
0.18345350661661067,-0.02791027606784588,0.036793438252255846,1761334168149505525
0.1788156679587765,-0.027144949203952256,0.03854018960123671,1761334168263346465
0.17524760328527678,-0.026813122398189754,0.03650047760897242,1761334168353222762
0.17130267500609095,-0.026427831104788357,0.033192017889343756,1761334168452883024
0.1673765624178108,-0.026070177082028523,0.03448492596500207,1761334168554525301
0.16298220321025902,-0.026374741431647985,0.0351416827394211,1761334168663034811
0.16001461805367337,-0.024480061352967607,0.03246152083484404,1761334168753117977
0.15642900856076494,-0.02293185745254993,0.030378375036992408,1761334168853127041
0.15265978860518545,-0.023405578975113975,0.032789475581107216,1761334168962812521
0.14923496040678913,-0.022838812876219503,0.032077437528157095,1761334169063092837
0.1459820159450396,-0.02344495957223904,0.028393078840012617,1761334169152997061
0.14275300500513616,-0.02326608880710182,0.027148326398519242,1761334169249053023
0.1397587299260017,-0.021147888110580288,0.02805799648074756,1761334169349438641
0.13677048332313568,-0.01903488972909678,0.029341053774162976,1761334169458990763
0.13357413690732228,-0.01964115362959731,0.028782916486902333,1761334169559992272
0.1310218991548239,-0.020103839291976223,0.025424996449034662,1761334169649029009
0.12802531621686244,-0.01953911836121306,0.024745839021349567,1761334169749073983
0.1247088260493236,-0.01968793778194912,0.027370614745330146,1761334169862997873
0.12183245896918565,-0.02023769661350363,0.025588324461594782,1761334169954017438
0.11879907335849149,-0.020747141224938277,0.02314079030924872,1761334170053018957
0.11542095950196778,-0.020397778003600018,0.024872076013064178,1761334170163582684
0.1125611488032317,-0.019794923488423162,0.024246381441847886,1761334170262774123
0.10974170211797589,-0.019912455706123038,0.021436178497196125,1761334170354000219
0.1065314392767766,-0.021108511625742538,0.020853466383574024,1761334170453023136
0.10367613876559241,-0.020306360227783524,0.021245698380298154,1761334170553210216
0.10027924531738579,-0.019810644158017802,0.021734523804748003,1761334170663027447
